id	gene	allTranscripts	transcript	totExons	strand	chrom	startUpIntron	endUpIntron	startUpBSE	endUpBSE	startDownBSE	endDownBSE	startDownIntron	endDownIntron	exNumUpBSE	exNumDownBSE	numOfExons	lenUpIntron	lenUpBSE	lenDownBSE	lenDownIntron	meanLengthBSEs	meanLengthIntrons	lenCircRNA
103	LRP6:-:chr12:12397589:12397196	LRP6	ENST00000261349,ENST00000543091	ENST00000261349	23	-	chr12	12419614	12397590	12397589	12397196	12397589	12397196	12397195	12356335	2	2	1	22024	393	393	40860	393	31442	394
104	ATRNL1:+:chr10:116879949:116931050	ATRNL1	ENST00000355044	ENST00000355044	29	+	chr10	116853803	116879948	116879949	116880032	116930795	116931050	116931051	116975454	2	8	7	26145	83	255	44403	169	35274	1055
105	ATXN2:-:chr12:111993723:111990083	ATXN2	ENST00000377617,ENST00000550104,ENST00000608853,ENST00000483311,ENST00000389153,ENST00000542287,ENST00000392645	ENST00000377617	25	-	chr12	112036587	111993724	111993723	111993687	111990234	111990084	111990083	111963121	2	5	4	42863	36	150	26962	93	34912.5	320
106	UBQLN1:-:chr9:86301070:86293356	UBQLN1	ENST00000376395,ENST00000257468	ENST00000376395	11	-	chr9	86322414	86301071	86301070	86300919	86293514	86293356	86293355	86292877	2	5	4	21343	151	158	478	154.5	10910.5	690
107	ZFY:+:chrY:2821950:2829687	ZFY	ENST00000155093,ENST00000383052	ENST00000155093	8	+	chrY	2803811	2821949	2821950	2822038	2829115	2829687	2829688	2843135	2	3	2	18138	88	572	13447	330	15792.5	662
108	PHC3:-:chr3:169867032:169854207	PHC3	ENST00000495893,ENST00000494943	ENST00000495893	15	-	chr3	169889160	169867033	169867032	169866874	169854453	169854207	169854206	169847341	5	7	3	22127	158	246	6865	202	14496	505
109	SETBP1:+:chr18:42529846:42533305	SETBP1	ENST00000282030	ENST00000282030	6	+	chr18	42449249	42529845	42529846	42533305	42529846	42533305	42533306	42618449	4	4	1	80596	3459	3459	85143	3459	82869.5	3460
110	NTNG1:+:chr1:107866904:107867544	NTNG1	ENST00000294649,ENST00000370067,ENST00000370068,ENST00000370073,ENST00000370071,ENST00000370074,ENST00000542803,ENST00000370061,ENST00000370072,ENST00000370070,ENST00000370065,ENST00000370066,ENST00000477948	ENST00000294649	5	+	chr1	107691462	107866903	107866904	107867544	107866904	107867544	107867545	107937775	3	3	1	175441	640	640	70230	640	122835.5	641
111	ZFAND6:+:chr15:80412670:80415142	ZFAND6	ENST00000261749,ENST00000559775,ENST00000559157,ENST00000558494,ENST00000559835,ENST00000558087,ENST00000561060,ENST00000558688,ENST00000558997,ENST00000558724,ENST00000564367,ENST00000558390,ENST00000560976	ENST00000261749	7	+	chr15	80390921	80412669	80412670	80412840	80415042	80415142	80415143	80423521	3	5	3	21748	170	100	8378	135	15063	381
112	PGAP1:-:chr2:197784874:197777605	PGAP1	ENST00000354764,ENST00000423035,ENST00000409475,ENST00000409188,ENST00000485830	ENST00000354764	27	-	chr2	197791193	197784875	197784874	197784721	197777777	197777606	197777605	197767467	2	4	3	6318	153	171	10138	162	8228	502
113	UIMC1:-:chr5:176385155:176370336	UIMC1	ENST00000377219,ENST00000377227,ENST00000511320,ENST00000512031,ENST00000506128,ENST00000503273	ENST00000377219	15	-	chr5	176395555	176385156	176385155	176385094	176370489	176370336	176370335	176338394	7	10	4	10399	61	153	31941	107	21170	397
114	VRK1:+:chr14:97299804:97327072	VRK1	ENST00000216639	ENST00000216639	13	+	chr14	97263785	97299803	97299804	97299968	97326894	97327072	97327073	97342366	2	11	10	36018	164	178	15293	171	25655.5	1073
115	TTC28:-:chr22:28693840:28692186	TTC28	ENST00000397906	ENST00000397906	23	-	chr22	28702483	28693841	28693840	28693568	28692316	28692186	28692185	28559588	4	5	2	8642	272	130	132597	201	70619.5	404
116	PGAP1:-:chr2:197787849:197777606	PGAP1	NA	NA	NA	-	chr2	NA	NA	197787849	NA	NA	197777606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	ASH1L:-:chr1:155408859:155408118	ASH1L	ENST00000368346,ENST00000392403	ENST00000368346	28	-	chr1	155429587	155408860	155408859	155408118	155408859	155408118	155408117	155385715	5	5	1	20727	741	741	22402	741	21564.5	742
118	FNDC3B:+:chr3:171965323:171969331	FNDC3B	ENST00000336824,ENST00000415807,ENST00000416957,ENST00000469491	ENST00000336824	26	+	chr3	171944738	171965322	171965323	171965566	171969050	171969331	171969332	172003715	5	6	2	20584	243	281	34383	262	27483.5	526
119	PTN:-:chr7:136939721:136935977	PTN	ENST00000348225,ENST00000393083	ENST00000348225	5	-	chr7	137028184	136939722	136939721	136939606	136936138	136935977	136935976	136912823	2	4	3	88462	115	161	23153	138	55807.5	452
120	ASH1L:-:chr1:155429689:155408118	ASH1L	ENST00000368346,ENST00000392403	ENST00000368346	28	-	chr1	155447676	155429690	155429689	155429588	155408859	155408118	155408117	155385715	4	5	2	17986	101	741	22402	421	20194	844
121	ILKAP:-:chr2:239093928:239090705	ILKAP	ENST00000463129,ENST00000254654	ENST00000463129	11	-	chr2	239096771	239093929	239093928	239093822	239090827	239090706	239090705	239082295	5	8	4	2842	106	121	8410	113.5	5626	411
122	ZNF720:+:chr16:31733947:31734674	ZNF720	ENST00000534277,ENST00000316491,ENST00000398707,ENST00000399681,ENST00000529943,ENST00000530881,ENST00000529515	ENST00000534277	5	+	chr16	31724770	31733946	31733947	31734073	31734579	31734674	31734675	31765086	2	3	2	9176	126	95	30411	110.5	19793.5	223
123	SDK1:+:chr7:3658712:3681737	SDK1	ENST00000404826,ENST00000389531	ENST00000404826	45	+	chr7	3341517	3658711	3658712	3658871	3681590	3681737	3681738	3861081	2	4	3	317194	159	147	179343	153	248268.5	415
124	UBXN7:-:chr3:196129890:196118683	UBXN7	ENST00000296328,ENST00000429160,ENST00000535858	ENST00000296328	11	-	chr3	196134116	196129891	196129890	196129823	196118796	196118684	196118683	196098914	3	5	3	4225	67	112	19769	89.5	11997	247
125	FKBP3:-:chr14:45599993:45587231	FKBP3	NA	NA	NA	-	chr14	NA	NA	45599993	NA	NA	45587231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
126	ZFX:+:chrX:24190832:24197887	ZFX	ENST00000379177,ENST00000379188,ENST00000304543,ENST00000540034,ENST00000338565	ENST00000379177	11	+	chrX	24179960	24190831	24190832	24190917	24197300	24197887	24197888	24225442	5	6	2	10871	85	587	27554	336	19212.5	674
127	HERC1:-:chr15:64008672:63988323	HERC1	ENST00000443617,ENST00000561400	ENST00000443617	78	-	chr15	64010772	64008673	64008672	64008501	63988538	63988323	63988322	63987094	22	27	6	2099	171	215	1228	193	1663.5	1143
128	SMAD2:-:chr18:45423180:45391430	SMAD2	ENST00000402690,ENST00000262160,ENST00000356825,ENST00000586040,ENST00000591214	ENST00000402690	11	-	chr18	45457170	45423181	45423180	45422892	45391504	45391430	45391429	45377699	2	6	5	33989	288	74	13730	181	23859.5	783
129	FGD6:-:chr12:95605043:95602619	FGD6	ENST00000343958,ENST00000546711,ENST00000549499	ENST00000343958	21	-	chr12	95611000	95605044	95605043	95602619	95605043	95602619	95602618	95566521	2	2	1	5956	2424	2424	36097	2424	21026.5	2425
130	ZNF292:+:chr6:87920169:87928449	ZNF292	NA	NA	NA	+	chr6	NA	NA	87920169	NA	NA	87928449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	MPP6:+:chr7:24663285:24690331	MPP6	ENST00000222644,ENST00000396475,ENST00000430180,ENST00000432190	ENST00000222644	12	+	chr7	24613213	24663284	24663285	24663403	24690104	24690331	24690332	24703208	2	5	4	50071	118	227	12876	172.5	31473.5	653
132	SLC8A3:-:chr14:70635201:70633356	SLC8A3	ENST00000381269,ENST00000357887,ENST00000356921,ENST00000494208,ENST00000528359,ENST00000534137	ENST00000381269	8	-	chr14	70655095	70635202	70635201	70633356	70635201	70633356	70633355	70527657	2	2	1	19893	1845	1845	105698	1845	62795.5	1846
133	SLC45A4:-:chr8:142264728:142264088	SLC45A4	NA	NA	NA	-	chr8	NA	NA	142264728	NA	NA	142264088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
134	CCNB1:+:chr5:68470704:68471364	CCNB1	ENST00000256442,ENST00000506572,ENST00000505500,ENST00000507798	ENST00000256442	9	+	chr5	68470237	68470703	68470704	68470940	68471224	68471364	68471365	68473065	6	7	2	466	236	140	1700	188	1083	378
135	CAMSAP1:-:chr9:138774924:138741983	CAMSAP1	ENST00000389532,ENST00000409386	ENST00000389532	17	-	chr9	138798845	138774925	138774924	138774662	138742079	138741983	138741982	138719431	2	7	6	23920	262	96	22551	179	23235.5	885
136	DNA2:-:chr10:70229920:70227879	DNA2	ENST00000399180,ENST00000358410,ENST00000399179,ENST00000551118	ENST00000399180	21	-	chr10	70231547	70229921	70229920	70229738	70228063	70227880	70227879	70225570	2	3	2	1626	182	183	2309	182.5	1967.5	367
137	SMC3:+:chr10:112356156:112358048	SMC3	ENST00000361804	ENST00000361804	29	+	chr10	112352982	112356155	112356156	112356308	112357897	112358048	112358049	112359411	19	20	2	3173	152	151	1362	151.5	2267.5	305
138	UBQLN1:-:chr9:86293514:86292642	UBQLN1	ENST00000533705,ENST00000376395,ENST00000257468	ENST00000533705	9	-	chr9	86294689	86293515	86293514	86293356	86292876	86292642	86292641	86284243	4	5	2	1174	158	234	8398	196	4786	394
139	TMTC2:+:chr12:83250789:83251359	TMTC2	ENST00000549919,ENST00000321196,ENST00000551915,ENST00000548305	ENST00000549919	13	+	chr12	83154716	83250788	83250789	83251359	83250789	83251359	83251360	83289596	3	3	1	96072	570	570	38236	570	67154	571
140	PSD3:-:chr8:18662408:18622959	PSD3	ENST00000440756,ENST00000327040,ENST00000523619,ENST00000286485,ENST00000518315,ENST00000519851	ENST00000440756	16	-	chr8	18725183	18662409	18662408	18662214	18623048	18622959	18622958	18513196	5	9	5	62774	194	89	109762	141.5	86268	544
141	PTK2:-:chr8:141900868:141856358	PTK2	ENST00000522684,ENST00000517887,ENST00000395218,ENST00000519419,ENST00000340930,ENST00000521059,ENST00000519993,ENST00000519654,ENST00000535192,ENST00000521791	ENST00000522684	32	-	chr8	141935759	141900869	141900868	141900642	141856421	141856359	141856358	141840626	3	7	5	34890	226	62	15732	144	25311	625
142	KIAA1958:+:chr9:115336337:115337531	KIAA1958	ENST00000337530,ENST00000374244,ENST00000536272	ENST00000337530	4	+	chr9	115249399	115336336	115336337	115337531	115336337	115337531	115337532	115407929	2	2	1	86937	1194	1194	70397	1194	78667	1195
143	QKI:+:chr6:163876311:163899928	QKI	ENST00000361752,ENST00000392127,ENST00000275262,ENST00000361758,ENST00000453779,ENST00000361195,ENST00000424802,ENST00000537041,ENST00000544436,ENST00000545346	ENST00000361752	8	+	chr6	163836368	163876310	163876311	163876453	163899812	163899928	163899929	163956013	2	3	2	39942	142	116	56084	129	48013	260
144	CCSER2:+:chr10:86198268:86237420	CCSER2	ENST00000224756,ENST00000372088,ENST00000543283,ENST00000493409	ENST00000224756	11	+	chr10	86185650	86198267	86198268	86198463	86237331	86237420	86237421	86259630	6	9	4	12617	195	89	22209	142	17413	457
145	RBM33:+:chr7:155457869:155473602	RBM33	ENST00000401878,ENST00000392759,ENST00000287912	ENST00000401878	18	+	chr7	155437614	155457868	155457869	155457947	155473284	155473602	155473603	155493466	2	5	4	20254	78	318	19863	198	20058.5	524
146	PSMB1:-:chr6:170858201:170846321	PSMB1	ENST00000262193	ENST00000262193	6	-	chr6	170862217	170858202	170858201	170858094	170846428	170846322	170846321	170844494	2	5	4	4015	107	106	1827	106.5	2921	427
147	PTK2:-:chr8:141900868:141828375	PTK2	ENST00000522684,ENST00000517887,ENST00000395218,ENST00000519419,ENST00000340930,ENST00000521059,ENST00000519993,ENST00000519654,ENST00000535192	ENST00000522684	32	-	chr8	141935759	141900869	141900868	141900642	141828453	141828376	141828375	141813750	3	10	8	34890	226	77	14625	151.5	24757.5	899
148	RANBP9:-:chr6:13644961:13632602	RANBP9	ENST00000011619,ENST00000539980	ENST00000011619	14	-	chr6	13652890	13644962	13644961	13644777	13632753	13632602	13632601	13625997	6	12	7	7928	184	151	6604	167.5	7266	1020
149	ANKRD17:-:chr4:73958017:73956384	ANKRD17	ENST00000358602,ENST00000558247,ENST00000509867,ENST00000330838	ENST00000358602	34	-	chr4	73959795	73958018	73958017	73956384	73958017	73956384	73956383	73951164	29	29	1	1777	1633	1633	5219	1633	3498	1634
150	BTBD7:-:chr14:93762503:93760204	BTBD7	ENST00000334746,ENST00000298896,ENST00000555525	ENST00000334746	11	-	chr14	93799165	93762504	93762503	93762316	93761283	93760204	93760203	93730340	2	3	2	36661	187	1079	29863	633	33262	1268
151	UBXN2A:+:chr2:24181171:24207701	UBXN2A	ENST00000309033,ENST00000446425,ENST00000404924	ENST00000309033	7	+	chr2	24163519	24181170	24181171	24181225	24207543	24207701	24207702	24222541	2	6	5	17651	54	158	14839	106	16245	598
152	PPP6R2:+:chr22:50810449:50832564	PPP6R2	ENST00000359139,ENST00000395741,ENST00000395744	ENST00000359139	23	+	chr22	50781980	50810448	50810449	50810579	50832322	50832564	50832565	50845117	2	3	2	28468	130	242	12552	186	20510	374
153	ZNF148:-:chr3:125050082:125032152	ZNF148	ENST00000360647,ENST00000485866,ENST00000484491	ENST00000360647	9	-	chr3	125093945	125050083	125050082	125050002	125032500	125032152	125032151	125007073	2	4	3	43862	80	348	25078	214	34470	566
154	GCN1L1:-:chr12:120593523:120592774	GCN1L1	ENST00000300648	ENST00000300648	58	-	chr12	120594264	120593524	120593523	120593396	120592844	120592774	120592773	120591714	29	31	3	740	127	70	1059	98.5	899.5	389
155	MAPK9:-:chr5:179707608:179688684	MAPK9	ENST00000452135,ENST00000343111,ENST00000455781,ENST00000393360,ENST00000425491,ENST00000347470,ENST00000393362	ENST00000452135	12	-	chr5	179718847	179707609	179707608	179707440	179688822	179688684	179688683	179676139	2	5	4	11238	168	138	12544	153	11891	497
156	TMEM165:+:chr4:56277781:56284152	TMEM165	ENST00000381334,ENST00000508404,ENST00000542052	ENST00000381334	6	+	chr4	56262564	56277780	56277781	56278006	56283970	56284152	56284153	56290704	2	4	3	15216	225	182	6551	203.5	10883.5	585
157	ZRANB1:+:chr10:126631026:126631876	ZRANB1	NA	NA	NA	+	chr10	NA	NA	126631026	NA	NA	126631876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158	CHD7:+:chr8:61653818:61655656	CHD7	ENST00000423902	ENST00000423902	38	+	chr8	61591642	61653817	61653818	61655656	61653818	61655656	61655657	61693558	2	2	1	62175	1838	1838	37901	1838	50038	1839
159	PSD3:-:chr8:18662408:18656805	PSD3	ENST00000327040,ENST00000523619,ENST00000286485,ENST00000518315,ENST00000519851,ENST00000519653,ENST00000517971	ENST00000327040	16	-	chr8	18725183	18662409	18662408	18662214	18656863	18656805	18656804	18623049	5	8	4	62774	194	58	33755	126	48264.5	448
160	BTBD10:-:chr11:13443385:13435077	BTBD10	ENST00000278174,ENST00000527102,ENST00000530907,ENST00000528120,ENST00000525864,ENST00000525661	ENST00000278174	9	-	chr11	13466570	13443386	13443385	13443189	13435197	13435077	13435076	13427404	3	6	4	23184	196	120	7672	158	15428	707
161	VAPB:+:chr20:57014001:57016139	VAPB	ENST00000475243,ENST00000265619,ENST00000463370	ENST00000475243	6	+	chr20	57009762	57014000	57014001	57014081	57015963	57016139	57016140	57019132	4	5	2	4238	80	176	2992	128	3615	258
162	DEK:-:chr6:18258636:18236683	DEK	ENST00000397239,ENST00000505224	ENST00000397239	11	-	chr6	18264073	18258637	18258636	18258535	18236831	18236683	18236682	18226474	3	9	7	5436	101	148	10208	124.5	7822	902
163	SOGA2:+:chr18:8718422:8720494	SOGA2	ENST00000359865,ENST00000306285,ENST00000517570,ENST00000400050,ENST00000306329,ENST00000522146	ENST00000359865	17	+	chr18	8717961	8718421	8718422	8718646	8720336	8720494	8720495	8777830	3	4	2	460	224	158	57335	191	28897.5	384
164	CDK13:+:chr7:40027198:40041630	CDK13	ENST00000181839,ENST00000340829	ENST00000181839	14	+	chr7	39991452	40027197	40027198	40027857	40041460	40041630	40041631	40085434	2	5	4	35745	659	170	43803	414.5	39774	1142
165	TNIK:-:chr3:170912424:170906490	TNIK	ENST00000436636,ENST00000369326,ENST00000538048,ENST00000341852,ENST00000284483,ENST00000357327,ENST00000470834,ENST00000488470,ENST00000460047,ENST00000475336,ENST00000468757	ENST00000436636	33	-	chr3	170928904	170912425	170912424	170912314	170906621	170906491	170906490	170895170	5	7	3	16479	110	130	11320	120	13899.5	333
166	KIAA0368:-:chr9:114154104:114148657	KIAA0368	ENST00000259335,ENST00000338205,ENST00000374378	ENST00000259335	51	-	chr9	114155047	114154105	114154104	114154036	114148736	114148657	114148656	114147723	30	33	4	942	68	79	933	73.5	937.5	435
167	RBM39:-:chr20:34320057:34317233	RBM39	ENST00000463004,ENST00000403542,ENST00000361162,ENST00000338163,ENST00000253363,ENST00000528062,ENST00000461283,ENST00000429968,ENST00000407261,ENST00000444878,ENST00000374038,ENST00000412738,ENST00000434927,ENST00000481037,ENST00000425184	ENST00000463004	16	-	chr20	34326889	34320058	34320057	34319863	34317287	34317234	34317233	34313078	3	5	3	6831	194	53	4155	123.5	5493	315
168	EMB:-:chr5:49707217:49694941	EMB	NA	NA	NA	-	chr5	NA	NA	49707217	NA	NA	49694941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	RERE:-:chr1:8716500:8716032	RERE	ENST00000337907,ENST00000400908,ENST00000480342	ENST00000337907	24	-	chr1	8852462	8716501	8716500	8716032	8716500	8716032	8716031	8684440	3	3	1	135961	468	468	31591	468	83776	469
170	TBCEL:+:chr11:120916383:120930794	TBCEL	ENST00000422003,ENST00000284259,ENST00000531148,ENST00000529397,ENST00000533712	ENST00000422003	8	+	chr11	120895001	120916382	120916383	120916532	120930678	120930794	120930795	120957486	2	7	6	21381	149	116	26691	132.5	24036	973
171	MAN2A1:+:chr5:109049221:109065214	MAN2A1	ENST00000261483	ENST00000261483	22	+	chr5	109026254	109049220	109049221	109049475	109065043	109065214	109065215	109091029	2	4	3	22966	254	171	25814	212.5	24390	572
172	FAM228B:+:chr2:24357989:24369956	FAM228B	ENST00000407625,ENST00000420135,ENST00000468799	ENST00000407625	11	+	chr2	24347331	24357988	24357989	24358057	24369800	24369956	24369957	24384375	3	7	5	10657	68	156	14418	112	12537.5	587
173	DNAH14:+:chr1:225140372:225161855	DNAH14	ENST00000430092,ENST00000366849,ENST00000400952	ENST00000430092	84	+	chr1	225117538	225140371	225140372	225140481	225161793	225161855	225161856	225190484	2	8	7	22833	109	62	28628	85.5	25730.5	863
174	ANKRD36C:-:chr2:96525822:96517442	ANKRD36C	ENST00000456556	ENST00000456556	67	-	chr2	96533187	96525823	96525822	96525609	96517535	96517442	96517441	96516944	61	66	6	7364	213	93	497	153	3930.5	1631
175	WDR78:-:chr1:67371058:67356837	WDR78	ENST00000371026,ENST00000431318,ENST00000371023,ENST00000371022	ENST00000371026	17	-	chr1	67390344	67371059	67371058	67370884	67356949	67356837	67356836	67340621	2	4	3	19285	174	112	16215	143	17750	473
176	MGA:+:chr15:41988273:41991357	MGA	ENST00000219905,ENST00000389936,ENST00000570161,ENST00000545763,ENST00000566586,ENST00000563576,ENST00000566718	ENST00000219905	24	+	chr15	41962157	41988272	41988273	41989221	41991262	41991357	41991358	41999925	3	5	3	26115	948	95	8567	521.5	17341	1124
177	YY1AP1:-:chr1:155649303:155646339	YY1AP1	ENST00000368340,ENST00000368339,ENST00000361831,ENST00000407221,ENST00000361140,ENST00000359205,ENST00000436865,ENST00000311573,ENST00000355499,ENST00000404643,ENST00000295566,ENST00000368330,ENST00000347088,ENST00000354691,ENST00000405763,ENST00000476093,ENST00000493625,ENST00000443231,ENST00000476027,ENST00000438245,ENST00000454523,ENST00000496324	ENST00000368340	10	-	chr1	155650206	155649304	155649303	155649200	155646537	155646339	155646338	155644888	3	4	2	902	103	198	1450	150.5	1176	303
178	CCDC91:+:chr12:28458582:28460682	CCDC91	ENST00000545336,ENST00000539107,ENST00000381259,ENST00000306172,ENST00000381256,ENST00000543809,ENST00000535520,ENST00000545737,ENST00000540401,ENST00000536442,ENST00000539904,ENST00000544649	ENST00000545336	16	+	chr12	28412376	28458581	28458582	28458739	28460578	28460682	28460683	28515370	7	9	3	46205	157	104	54687	130.5	50446	467
179	MPP6:+:chr7:24663282:24708279	MPP6	ENST00000222644,ENST00000396475	ENST00000222644	12	+	chr7	24613213	24663284	24663285	24663403	24708118	24708279	24708280	24718749	2	9	8	50071	118	161	10469	139.5	30270	1116
180	UXS1:-:chr2:106782539:106761646	UXS1	ENST00000283148,ENST00000540130,ENST00000409501	ENST00000283148	15	-	chr2	106810603	106782540	106782539	106782512	106761826	106761646	106761645	106746235	2	6	5	28063	27	180	15410	103.5	21736.5	378
181	PUM1:-:chr1:31468067:31465237	PUM1	ENST00000373747,ENST00000257075,ENST00000525843,ENST00000373741,ENST00000426105,ENST00000440538,ENST00000423018,ENST00000373742	ENST00000373747	22	-	chr1	31478699	31468068	31468067	31467901	31465507	31465237	31465236	31454253	6	7	2	10631	166	270	10983	218	10807	438
182	TDRP:-:chr8:481576:478895	TDRP	NA	NA	NA	-	chr8	NA	NA	481576	NA	NA	478895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	GON4L:-:chr1:155823597:155823067	GON4L	ENST00000437809,ENST00000368331,ENST00000271883,ENST00000361040,ENST00000471341	ENST00000437809	32	-	chr1	155829094	155823598	155823597	155823067	155823597	155823067	155823066	155796820	2	2	1	5496	530	530	26246	530	15871	531
